VARIABLES = "x", "y"
ZONE F=POINT, I= 257, J=   1
 0.10000000E+01  0.00000000E+00
 0.99989617E+00 -0.10943638E-05
 0.99978036E+00 -0.23208629E-05
 0.99965101E+00 -0.36883696E-05
 0.99950671E+00 -0.52095806E-05
 0.99934566E+00 -0.69102171E-05
 0.99916595E+00 -0.88063289E-05
 0.99896550E+00 -0.10932836E-04
 0.99874175E+00 -0.13299399E-04
 0.99849212E+00 -0.15944976E-04
 0.99821365E+00 -0.18899837E-04
 0.99790293E+00 -0.22202976E-04
 0.99755633E+00 -0.25889862E-04
 0.99716979E+00 -0.30003077E-04
 0.99673855E+00 -0.34608722E-04
 0.99625772E+00 -0.39748600E-04
 0.99572152E+00 -0.45491473E-04
 0.99512362E+00 -0.51911244E-04
 0.99445713E+00 -0.59084476E-04
 0.99371415E+00 -0.67110734E-04
 0.99288613E+00 -0.76078533E-04
 0.99196345E+00 -0.86110660E-04
 0.99093568E+00 -0.97329728E-04
 0.98979092E+00 -0.10988361E-03
 0.98851615E+00 -0.12393344E-03
 0.98709720E+00 -0.13965866E-03
 0.98551816E+00 -0.15727458E-03
 0.98376155E+00 -0.17700910E-03
 0.98180830E+00 -0.19913437E-03
 0.97963727E+00 -0.22394280E-03
 0.97722530E+00 -0.25176286E-03
 0.97454709E+00 -0.28301246E-03
 0.97157526E+00 -0.31811566E-03
 0.96827960E+00 -0.35757420E-03
 0.96462762E+00 -0.40198409E-03
 0.96058398E+00 -0.45198962E-03
 0.95611089E+00 -0.50836866E-03
 0.95116764E+00 -0.57200168E-03
 0.94571078E+00 -0.64389047E-03
 0.93969446E+00 -0.72522194E-03
 0.93307000E+00 -0.81733655E-03
 0.92578697E+00 -0.92182157E-03
 0.91779274E+00 -0.10404674E-02
 0.90903342E+00 -0.11753894E-02
 0.89945465E+00 -0.13289939E-02
 0.88900214E+00 -0.15040515E-02
 0.87762249E+00 -0.17037196E-02
 0.86526483E+00 -0.19315910E-02
 0.85188192E+00 -0.21916840E-02
 0.83743179E+00 -0.24884569E-02
 0.82187897E+00 -0.28267726E-02
 0.80519712E+00 -0.32118240E-02
 0.78737015E+00 -0.36490331E-02
 0.76839435E+00 -0.41438518E-02
 0.74828029E+00 -0.47015245E-02
 0.72705406E+00 -0.53267679E-02
 0.70475894E+00 -0.60233572E-02
 0.68145579E+00 -0.67937244E-02
 0.65722382E+00 -0.76384186E-02
 0.63215977E+00 -0.85556637E-02
 0.60637766E+00 -0.95409108E-02
 0.58000648E+00 -0.10586494E-01
 0.55318832E+00 -0.11681454E-01
 0.52607512E+00 -0.12811567E-01
 0.49882558E+00 -0.13959566E-01
 0.47160137E+00 -0.15105645E-01
 0.44456312E+00 -0.16228158E-01
 0.41786692E+00 -0.17304482E-01
 0.39179739E+00 -0.18321505E-01
 0.36664468E+00 -0.19386221E-01
 0.34223524E+00 -0.20507408E-01
 0.31866807E+00 -0.21650590E-01
 0.29602581E+00 -0.22782961E-01
 0.27437446E+00 -0.23874626E-01
 0.25376332E+00 -0.24899438E-01
 0.23422591E+00 -0.25835587E-01
 0.21578084E+00 -0.26665833E-01
 0.19843306E+00 -0.27377551E-01
 0.18217535E+00 -0.27962487E-01
 0.16699007E+00 -0.28416414E-01
 0.15285058E+00 -0.28738627E-01
 0.13972290E+00 -0.28931422E-01
 0.12756728E+00 -0.28999526E-01
 0.11633956E+00 -0.28949594E-01
 0.10599250E+00 -0.28789658E-01
 0.96476927E-01 -0.28528709E-01
 0.87742671E-01 -0.28176310E-01
 0.79739496E-01 -0.27742254E-01
 0.72417721E-01 -0.27236318E-01
 0.65728776E-01 -0.26668038E-01
 0.59625797E-01 -0.26046569E-01
 0.54063737E-01 -0.25380554E-01
 0.48999783E-01 -0.24678048E-01
 0.44393379E-01 -0.23946486E-01
 0.40206473E-01 -0.23192644E-01
 0.36403388E-01 -0.22422649E-01
 0.32950919E-01 -0.21641979E-01
 0.29818268E-01 -0.20855509E-01
 0.26976831E-01 -0.20067479E-01
 0.24400419E-01 -0.19281635E-01
 0.22064758E-01 -0.18501144E-01
 0.19947747E-01 -0.17728753E-01
 0.18029001E-01 -0.16966715E-01
 0.16289990E-01 -0.16216917E-01
 0.14713773E-01 -0.15480873E-01
 0.13284890E-01 -0.14759749E-01
 0.11989335E-01 -0.14054444E-01
 0.10814342E-01 -0.13365574E-01
 0.97482735E-02 -0.12693481E-01
 0.87806499E-02 -0.12038336E-01
 0.79018902E-02 -0.11400060E-01
 0.71033388E-02 -0.10778404E-01
 0.63771773E-02 -0.10172969E-01
 0.57162256E-02 -0.95831091E-02
 0.51140697E-02 -0.90080956E-02
 0.45648213E-02 -0.84469654E-02
 0.40631248E-02 -0.78985551E-02
 0.36041336E-02 -0.73615243E-02
 0.31833146E-02 -0.68341433E-02
 0.27966558E-02 -0.63145454E-02
 0.24401995E-02 -0.58000865E-02
 0.21103930E-02 -0.52877092E-02
 0.18036488E-02 -0.47731218E-02
 0.15163529E-02 -0.42503765E-02
 0.12445278E-02 -0.37104909E-02
 0.98331261E-03 -0.31386907E-02
 0.72500738E-03 -0.25055613E-02
 0.45286919E-03 -0.17351037E-02
 0.00000000E+00  0.00000000E+00
