VARIABLES = "x", "y"
ZONE F=POINT, I= 257, J=   1
-0.24914148E-03  0.17758440E-02
-0.29390716E-03  0.25917583E-02
-0.29844829E-03  0.32756049E-02
-0.27652259E-03  0.39039748E-02
-0.23230707E-03  0.45069796E-02
-0.16696051E-03  0.51001245E-02
-0.80221223E-04  0.56932280E-02
 0.29013936E-04  0.62931674E-02
 0.16247129E-03  0.69052763E-02
 0.32233080E-03  0.75337365E-02
 0.51132182E-03  0.81824977E-02
 0.73253736E-03  0.88548120E-02
 0.98962523E-03  0.95539978E-02
 0.12866945E-02  0.10283127E-01
 0.16284215E-02  0.11045296E-01
 0.20200822E-02  0.11843606E-01
 0.24675641E-02  0.12681134E-01
 0.29775396E-02  0.13561150E-01
 0.35574161E-02  0.14486920E-01
 0.42154943E-02  0.15461860E-01
 0.49610618E-02  0.16489547E-01
 0.58044181E-02  0.17573616E-01
 0.67570936E-02  0.18717935E-01
 0.78318762E-02  0.19926464E-01
 0.90429420E-02  0.21203283E-01
 0.10406061E-01  0.22552658E-01
 0.11938685E-01  0.23978947E-01
 0.13660078E-01  0.25486579E-01
 0.15591593E-01  0.27080117E-01
 0.17756630E-01  0.28764036E-01
 0.20181062E-01  0.30542882E-01
 0.22893105E-01  0.32420963E-01
 0.25923798E-01  0.34402501E-01
 0.29306892E-01  0.36491305E-01
 0.33079099E-01  0.38690735E-01
 0.37280221E-01  0.41003518E-01
 0.41953102E-01  0.43431517E-01
 0.47143824E-01  0.45975525E-01
 0.52901480E-01  0.48634946E-01
 0.59278220E-01  0.51407527E-01
 0.66328794E-01  0.54288916E-01
 0.74110463E-01  0.57272382E-01
 0.82682312E-01  0.60348302E-01
 0.92104577E-01  0.63503765E-01
 0.10243792E+00  0.66722140E-01
 0.11374217E+00  0.69982633E-01
 0.12607519E+00  0.73259957E-01
 0.13949122E+00  0.76524019E-01
 0.15403914E+00  0.79739787E-01
 0.16976063E+00  0.82867317E-01
 0.18668787E+00  0.85861966E-01
 0.20484142E+00  0.88674895E-01
 0.22422807E+00  0.91253877E-01
 0.24483864E+00  0.93544342E-01
 0.26664618E+00  0.95490836E-01
 0.28960431E+00  0.97038649E-01
 0.31364644E+00  0.98135784E-01
 0.33868542E+00  0.98734923E-01
 0.36461365E+00  0.98795541E-01
 0.39130482E+00  0.98285817E-01
 0.41832754E+00  0.97231701E-01
 0.44568625E+00  0.95775664E-01
 0.47335768E+00  0.93938246E-01
 0.50117439E+00  0.91737337E-01
 0.52896583E+00  0.89197904E-01
 0.55656230E+00  0.86351149E-01
 0.58379900E+00  0.83233468E-01
 0.61052006E+00  0.79885148E-01
 0.63658184E+00  0.76349072E-01
 0.66185558E+00  0.72669335E-01
 0.68622965E+00  0.68890013E-01
 0.70961088E+00  0.65053895E-01
 0.73192531E+00  0.61201554E-01
 0.75311780E+00  0.57370454E-01
 0.77315164E+00  0.53594384E-01
 0.79200763E+00  0.49902938E-01
 0.80968201E+00  0.46321377E-01
 0.82618505E+00  0.42870518E-01
 0.84153903E+00  0.39566807E-01
 0.85577625E+00  0.36422610E-01
 0.86893708E+00  0.33446409E-01
 0.88106811E+00  0.30643295E-01
 0.89222044E+00  0.28015288E-01
 0.90244824E+00  0.25561804E-01
 0.91180730E+00  0.23280067E-01
 0.92035419E+00  0.21165522E-01
 0.92814469E+00  0.19212268E-01
 0.93523401E+00  0.17413255E-01
 0.94167525E+00  0.15760753E-01
 0.94751954E+00  0.14246527E-01
 0.95281547E+00  0.12862072E-01
 0.95760912E+00  0.11598798E-01
 0.96194357E+00  0.10448206E-01
 0.96585906E+00  0.94019761E-02
 0.96939325E+00  0.84520448E-02
 0.97258067E+00  0.75907381E-02
 0.97545356E+00  0.68107080E-02
 0.97804129E+00  0.61050458E-02
 0.98037076E+00  0.54673529E-02
 0.98246682E+00  0.48915478E-02
 0.98435199E+00  0.43720510E-02
 0.98604673E+00  0.39037028E-02
 0.98756987E+00  0.34817290E-02
 0.98893815E+00  0.31017868E-02
 0.99016714E+00  0.27598271E-02
 0.99127054E+00  0.24522431E-02
 0.99226111E+00  0.21756771E-02
 0.99315006E+00  0.19270884E-02
 0.99394780E+00  0.17037260E-02
 0.99466348E+00  0.15030951E-02
 0.99530542E+00  0.13229497E-02
 0.99588126E+00  0.11612036E-02
 0.99639767E+00  0.10160322E-02
 0.99686062E+00  0.88577572E-03
 0.99727577E+00  0.76888077E-03
 0.99764800E+00  0.66403486E-03
 0.99798161E+00  0.56999031E-03
 0.99828076E+00  0.48562876E-03
 0.99854875E+00  0.41000947E-03
 0.99878907E+00  0.34218494E-03
 0.99900436E+00  0.28138841E-03
 0.99919730E+00  0.22688997E-03
 0.99937034E+00  0.17801905E-03
 0.99952531E+00  0.13422145E-03
 0.99966413E+00  0.94976633E-04
 0.99978858E+00  0.59785310E-04
 0.99990010E+00  0.28255881E-04
 0.10000000E+01  0.00000000E+00
